1840,Source Filmmaker,Valve,Animation & Modeling;Video Production,Animation & Modeling;Video Production;Free to Play
1900,Earth 2160,Reality Pump Studios,Strategy,Strategy;RTS;Sci-fi
1930,Two Worlds Epic Edition,Reality Pump Studios,RPG,RPG;Open World;Fantasy
2100,Dark Messiah of Might & Magic,Arkane Studios,Action;RPG,RPG;Action;First-Person
2200,Quake III Arena,id Software,Action,FPS;Action;Classic
2210,Quake IV,RavenSoft / id Software,Action,FPS;Action;Shooter
2270,Wolfenstein 3D,id Software,Action,FPS;Classic;Action
2280,Ultimate Doom,id Software,Action,Classic;FPS;Action
2290,Final DOOM,id Software,Action,FPS;Action;Classic
2300,DOOM II,id Software,Action,Classic;FPS;Action
2310,QUAKE,id Software,Action,FPS;Classic;Action
2320,QUAKE II,id Software,Action,FPS;Action;Classic
2330,QUAKE II Mission Pack: The Reckoning,Xatrix Entertainment,Action,Action;FPS;Classic
2340,QUAKE II Mission Pack: Ground Zero,Rogue Entertainment,Action,Action;FPS;Shooter
2350,QUAKE III: Team Arena,id Software,Action,Action;FPS;Competitive
2360,HeXen: Beyond Heretic,Raven Software,Action,Action;FPS;Classic
2370,HeXen: Deathkings of the Dark Citadel,Raven Software,Action,Action;FPS;Classic
2390,Heretic: Shadow of the Serpent Riders,Raven Software,Action,Classic;Action;FPS
2400,The Ship: Murder Party,Outerlight Ltd.,Action;Indie;RPG,Multiplayer;Indie;Action
2450,Bloody Good Time,Outerlight Ltd.,Action,Action;Multiplayer;FPS
2500,Shadowgrounds,Frozenbyte,Action,Action;Sci-fi;Top-Down Shooter
2520,Gumboy - Crazy Adventures,"CINEMAX, s.r.o.",Casual;Indie,Casual;Indie;Singleplayer
2590,Alpha Prime,Black Element,Action,Action;FPS;Sci-fi
2600,Vampire: The Masquerade - Bloodlines,Troika Games,Action,RPG;Vampire;Cult Classic
2610,GUN,Neversoft,Action,Western;Action;Open World
2620,Call of Duty,Infinity Ward,Action,FPS;World War II;Action
2630,Call of Duty 2,Infinity Ward;Aspyr (Mac),Action,Action;World War II;FPS
2640,Call of Duty: United Offensive,Gray Matter Studios,Action,Action;World War II;FPS
2710,Act of War: Direct Action,Eugen Systems,Action,Action;Strategy;RTS
2720,ThreadSpace: Hyperbol,Iocaine Studios,Action;Indie;Strategy,Strategy;Action;Indie
2780,ARMA: Combat Operations,Bohemia Interactive,Action,Action;Simulation;Shooter
2800,X2: The Threat,Egosoft,Strategy,Space;Strategy;Simulation
2810,X3: Reunion,Egosoft,Strategy,Space;Simulation;Strategy
2820,X3: Terran Conflict,Egosoft,Action;Simulation;Strategy,Space;Simulation;Sci-fi
2840,X: Beyond the Frontier,Egosoft,Simulation;Strategy,Simulation;Space;Strategy
2850,X: Tension,Egosoft,Simulation;Strategy,Simulation;Strategy;Space
2870,X Rebirth,Egosoft,Action;Simulation,Space;Simulation;Sci-fi
2900,688(I) Hunter/Killer,Sonalysts,Strategy,Strategy;Simulation;Naval
2910,Fleet Command,Sonalysts,Strategy,Strategy;Simulation;Naval
2920,Sub Command,Sonalysts,Strategy,Strategy;Simulation;Naval
2990,FlatOut 2,Bugbear Entertainment,Racing,Racing;Destruction;Multiplayer
3010,Xpand Rally,Techland,Racing,Racing;Multiplayer
3020,Call of Juarez,Techland,Action,Western;Action;FPS
3050,Xpand Rally Xtreme,Techland,Racing,Racing;Offroad;Simulation
3130,Men of War: Red Tide,1C Entertainment,Strategy,Strategy;World War II;RTS
3170,King's Bounty: Armored Princess,Katauri Interactive,RPG;Strategy,RPG;Turn-Based Strategy;Strategy
3230,Genesis Rising,Metamorf,Strategy,Strategy;Space;Sci-fi
3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,Adventure;Casual,Puzzle;Adventure;Casual
3270,Painkiller Overdose,Mindware Studios,Action,Action;FPS;Shooter
3330,Zuma Deluxe,"PopCap Games, Inc.",Casual,Casual;Match 3;Puzzle
3410,Heavy Weapon Deluxe,"PopCap Games, Inc.",Casual,Casual;Arcade;Action
3480,Peggle Deluxe,"PopCap Games, Inc.",Casual,Casual;Puzzle;Arcade
3483,Peggle Extreme,"PopCap Games, Inc.",Casual,Casual;Puzzle;Free to Play
3490,Venice Deluxe,"Retro64, Inc.",Casual,Casual
3500,Mystery P.I. - The Lottery Ticket,SpinTop Games,Casual,Casual;Hidden Object
3510,Amazing Adventures The Lost Tomb,SpinTop Games,Casual,Casual;Hidden Object;Puzzle
3520,Mystery P.I. - The Vegas Heist,SpinTop Games,Casual,Casual;Hidden Object
3530,Amazing Adventures Around the World,SpinTop Games,Casual,Casual;Hidden Object;Puzzle
3540,Peggle Nights,"PopCap Games, Inc.",Casual,Casual;Puzzle;Singleplayer
3560,Bejeweled Twist,"PopCap Games, Inc.",Strategy;Casual,Casual;Strategy;Match 3
3570,Mystery P.I. - The New York Fortune,SpinTop Games,Casual,Casual;Hidden Object
3580,The Wizard's Pen,"PopCap Games, Inc.",Casual,Casual;Hidden Object
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.",Strategy,Tower Defense;Zombies;Strategy
3600,Escape Rosecliff Island,SpinTop Games,Casual,Casual;Hidden Object;Puzzle
3610,Mystery P.I. - Lost in Los Angeles,SpinTop Games,Casual,Casual;Hidden Object
3620,Zuma's Revenge!,"PopCap Games, Inc.",Action;Casual,Casual;Action;Match 3
3700,Sniper Elite,Rebellion,Action,Action;Sniper;Stealth
3710,Judge Dredd: Dredd vs. Death,Rebellion,Action,Action;FPS;First-Person
3720,Evil Genius,Elixir Studios,Strategy,Base-Building;Strategy;Villain Protagonist
3730,Aliens versus Predator Classic 2000,Rebellion,Action,FPS;Action;Classic
3800,Advent Rising,GlyphX Games,Action,Action;Sci-fi;Story Rich
3810,BloodRayne,Terminal Reality,Action,Action;Vampire;Female Protagonist
3820,BloodRayne 2,Terminal Reality,Action,Action;Vampire;Female Protagonist
3830,Psychonauts,Double Fine Productions,Action,Platformer;Comedy;Adventure
3900,Sid Meier's Civilization IV,Firaxis Games,Strategy,Strategy;Turn-Based Strategy;Turn-Based
3910,Sid Meier's Civilization III Complete,Firaxis Games,Strategy,Strategy;Turn-Based Strategy;Turn-Based
3920,Sid Meier's Pirates!,Firaxis Games,RPG,Pirates;Open World;RPG
3960,Shattered Union,PopTop,Strategy,Strategy;Turn-Based Strategy
3980,CivCity: Rome,FireFly Studios;Firaxis Games,Strategy,Strategy;City Builder;Simulation
3990,Civilization IV: Warlords,Firaxis Games,Strategy,Strategy;Turn-Based;4X
4000,Garry's Mod,Facepunch Studios,Indie;Simulation,Sandbox;Multiplayer;Funny
4100,Poker Superstars II,Funkitron,Casual;Strategy;Indie,Card Game
4230,RACE - The WTCC Game,SimBin,Racing,Racing;Simulation
4290,RACE: Caterham Expansion,SimBin,Racing,Racing;Simulation
4300,RoboBlitz,Naked Sky Entertainment,Action;Indie,Action;Indie;Puzzle
4420,Silverfall,Monte Cristo,RPG,RPG;Hack and Slash;Action RPG
4460,City Life 2008,Monte Cristo,Simulation;Strategy,Simulation;Strategy;City Builder
4470,Silverfall: Earth Awakening,Monte Cristo,RPG,RPG;Hack and Slash;Action RPG
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,Action;RPG,Atmospheric;Post-apocalyptic;Open World
4520,Full Spectrum Warrior,Pandemic Studios,Action;Strategy,Strategy;Action;Tactical
4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,Action;Strategy,Strategy;Action;Tactical
4560,Company of Heroes - Legacy Edition,Relic Entertainment,Violent;Action;Strategy,Strategy;RTS;World War II
4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Relic Entertainment,Strategy,Strategy;Warhammer 40K;RTS
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",Relic Entertainment,Strategy,Strategy;Warhammer 40K;RTS
4700,Total War: MEDIEVAL II Definitive Edition,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,Strategy;Medieval;Historical
4720,Condemned: Criminal Origins,Monolith,Action,Horror;Action;Atmospheric
4760,Rome: Total War - Collection,CREATIVE ASSEMBLY,Strategy,Strategy;Historical;Rome
4770,Rome: Total War - Alexander,The Creative Assembly,Strategy,Strategy;RTS;Historical
4780,Medieval II: Total War Kingdoms,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,Strategy;Medieval;Historical
4800,Heroes of Annihilated Empires,GSC Game World,Strategy,Strategy;RTS;RPG
4850,Cossacks: Back to War,GSC Game World,Strategy,Strategy;RTS;Classic
4870,Cossacks: Art of War,GSC Game World,Strategy,Strategy;RTS;Historical
4880,Cossacks: European Wars,GSC Game World,Strategy,Strategy;RTS;Historical
4890,Cossacks II: Battle for Europe,GSC Game World,Strategy,Strategy;RTS;Historical
4900,Zen of Sudoku,Unknown Worlds Entertainment,Casual;Indie,Casual;Indie;Puzzle
4920,Natural Selection 2,Unknown Worlds Entertainment,Action;Indie;Strategy,Multiplayer;Strategy;FPS
6000,STAR WARS Republic Commando,LucasArts,Action,Star Wars;Action;FPS
6010,Indiana Jones and the Fate of Atlantis,LucasArts,Adventure,Adventure;Point & Click;Classic
6020,STAR WARS Jedi Knight - Jedi Academy,Raven Software;Aspyr (Mac),Action,Star Wars;Action;Sci-fi
6030,STAR WARS Jedi Knight II - Jedi Outcast,Raven Software;Aspyr (Mac),Action,Star Wars;Action;Classic
6040,The Dig,LucasArts,Adventure,Adventure;Point & Click;Sci-fi
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,Action,Star Wars;Action;Multiplayer
6080,Thrillville: Off the Rails,Frontier,Action;Adventure;Racing;Simulation;Strategy,Simulation;Strategy;Action
6090,Armed and Dangerous,Planet Moon Studios,Action,Action;Comedy;Third-Person Shooter
6120,Shank,Klei Entertainment,Action;Indie,Action;Indie;Beat 'em up
6200,Ghost Master,Sick Puppies,Strategy,Strategy;Comedy;Puzzle
6210,Vegas: Make It Big,Deepred,Strategy,Strategy;Simulation;Management
6220,FlatOut,Bugbear Entertainment,Racing,Racing;Destruction;Driving
6250,Making History: The Calm & the Storm,Muzzy Lane,Action;Strategy,Strategy;Action;Grand Strategy
6270,Ducati World Championship,Artematica Entertainment,Racing,Racing;Simulation
6300,Dreamfall: The Longest Journey,Funcom,Adventure;RPG,Adventure;Female Protagonist;Story Rich
6310,The Longest Journey,Funcom,Action;Adventure;RPG,Adventure;Point & Click;Female Protagonist
6370,Bloodline Champions,Stunlock Studios,Action;Free to Play;Massively Multiplayer,Free to Play;Action;MOBA
6400,Joint Task Force,Most Wanted Entertainment,Action;Strategy,Strategy;Action;RTS
6420,Nexus - The Jupiter Incident,Mithis Games;THQ Nordic,Indie;Simulation;Strategy,Strategy;Space;Sci-fi
6510,Lost Planet: Extreme Condition,"CAPCOM Co., Ltd.",Action;Adventure,Action;Adventure;Third-Person Shooter
6550,Devil May Cry 3 Special Edition,"CAPCOM Co., Ltd.",Action,Action;Hack and Slash;Great Soundtrack
6800,Commandos: Behind Enemy Lines,Pyro Studios,Action,Strategy;Stealth;Action
6810,Commandos: Beyond the Call of Duty,Pyro Studios,Action,Action;Strategy;Tactical
6830,Commandos 2: Men of Courage,Pyro Studios,Action,Strategy;Tactical;Stealth
6840,Commandos 3: Destination Berlin,Pyro Studios,Action,Strategy;Action;Tactical
6850,Hitman 2: Silent Assassin,Io-Interactive A/S,Action,Stealth;Action;Third Person
6860,Hitman: Blood Money,Io-Interactive A/S,Action,Stealth;Action;Third Person
6870,Battlestations: Midway,Eidos Interactive,Action,Action;World War II;Naval
6880,Just Cause,Avalanche Studios,Action,Action;Open World;Shooter
6900,Hitman: Codename 47,IO Interactive A/S,Action,Stealth;Action;Classic
6910,Deus Ex: Game of the Year Edition,Ion Storm,Action,Cyberpunk;RPG;Stealth
6920,Deus Ex: Invisible War,Ion Storm,Action,Cyberpunk;Action;FPS
6980,Thief: Deadly Shadows,Ion Storm,Action,Stealth;Atmospheric;Action
7000,Tomb Raider: Legend,Crystal Dynamics,Action;Adventure,Adventure;Action;Female Protagonist
7010,Project: Snowblind,Crystal Dynamics,Action,Action;FPS;Cyberpunk
7020,Rogue Trooper,Rebellion,Action,Action;Third-Person Shooter;Sci-fi
7110,Jade Empire: Special Edition,BioWare Corporation,RPG,RPG;Fantasy;Story Rich
7200,Trackmania United Forever Star Edition,Nadeo,Racing,Racing;Multiplayer;Level Editor
7210,"Runaway, A Road Adventure",Pendulo Studios,Adventure,Adventure;Point & Click;Mystery
7220,"Runaway, The Dream of The Turtle",Pendulo Studios,Adventure,Adventure;Point & Click;Mystery
7260,Loki,Cyanide Studios,RPG,RPG;Hack and Slash;Action
7340,Azada,Big Fish Games,Casual;Indie,Casual;Indie;Puzzle
7510,X-Blades,Gaijin Entertainment,Nudity;Violent;Action;Adventure;RPG,Action;Hack and Slash;Female Protagonist
7520,Two Worlds II HD,Reality Pump Studios,Nudity;Violent;RPG,RPG;Open World;Fantasy
7530,Two Worlds II Castle Defense,Reality Pump Studios,Strategy,Strategy;Tower Defense;Fantasy
7600,Sid Meier's Railroads!,Firaxis Games;Feral Interactive (Mac),Strategy,Strategy;Trains;Management
7610,Railroad Tycoon 3,PopTop,Strategy,Strategy;Management;Trains
7620,Railroad Tycoon II Platinum,PopTop,Strategy,Strategy;Management;Trains
7650,X-COM: Terror From the Deep,"MicroProse Software, Inc",Strategy,Strategy;Turn-Based;Sci-fi
7660,X-COM: Apocalypse,"MicroProse Software, Inc",Strategy,Strategy;Turn-Based;Tactical
7730,X-COM: Interceptor,"MicroProse Software, Inc",Strategy,Strategy;Sci-fi;Space
7760,X-COM: UFO Defense,"MicroProse Software, Inc",Strategy,Strategy;Classic;Turn-Based Strategy
7770,X-COM: Enforcer,"MicroProse Software, Inc",Strategy,Strategy;Action;Shooter
7830,Men of War,Best Way,Strategy,Strategy;World War II;RTS
7840,Death Track: Resurrection,Sky Fallen,Racing,Racing;Action;Shooter
7860,NecroVision,The Farm 51,Action,Action;FPS;World War I
7940,Call of Duty 4: Modern Warfare,Infinity Ward;Aspyr (Mac),Action,FPS;Action;Multiplayer
8000,Tomb Raider: Anniversary,Crystal Dynamics;Feral Interactive (Mac),Action;Adventure,Action;Adventure;Female Protagonist
8080,Kane and Lynch: Dead Men,IO Interactive,Action,Action;Third-Person Shooter;Crime
8100,Conflict: Denied Ops,Pivotal Games,Action,Action;FPS;Singleplayer
8140,Tomb Raider: Underworld,Crystal Dynamics,Action;Adventure,Adventure;Action;Female Protagonist
8170,Battlestations Pacific,Eidos Studio Hungary,Action;Strategy,World War II;Strategy;Action
8190,Just Cause 2,Avalanche Studios,Action;Adventure,Open World;Action;Sandbox
8310,Bone: Out From Boneville,Telltale Games,Adventure,Adventure;Point & Click
8320,Bone: The Great Cow Race,Telltale Games,Adventure,Adventure;Point & Click
8330,Telltale Texas Hold Em,Telltale Games,Casual,Casual;Card Game
8340,Strong Bad's Cool Game for Attractive People: Season 1,Telltale Games,Adventure,Adventure;Point & Click;Comedy
8400,Geometry Wars: Retro Evolved,Bizarre Creations,Casual,Arcade;Twin Stick Shooter;Casual
8500,EVE Online,CCP,Action;Free to Play;Massively Multiplayer;RPG;Strategy,Space;Massively Multiplayer;Sci-fi
8600,RACE 07,SimBin,Racing,Racing;Simulation;Driving
8790,GTR 2 FIA GT Racing Game,SimBin Studios AB,Racing;Simulation;Sports,Racing;Simulation;Sports
8800,Civilization IV: Beyond the Sword,Firaxis Games,Strategy,Strategy;Turn-Based Strategy;4X
8870,BioShock Infinite,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),Action,FPS;Story Rich;Action
8880,Freedom Force,Irrational Games,RPG;Strategy,RPG;Strategy;Superhero
8890,Freedom Force vs. the Third Reich,Irrational Games,RPG;Strategy,RPG;Strategy;Superhero
8930,Sid Meier's Civilization V,Firaxis Games;Aspyr (Mac);Aspyr (Linux),Strategy,Turn-Based Strategy;Strategy;Turn-Based
8970,Axel & Pixel,Silver Wish Games,Indie,Indie;Point & Click
9000,Spear of Destiny,id Software,Action,Action;FPS;Classic
9010,Return to Castle Wolfenstein,Gray Matter Studios,Action,FPS;Action;Classic
9030,QUAKE Mission Pack 2: Dissolution of Eternity,Rogue Entertainment,Action,Action;FPS;Shooter
9040,QUAKE Mission Pack 1: Scourge of Armagon,Ritual Entertainment,Action,Action;FPS;Shooter
9050,DOOM 3,id Software,Action,Horror;FPS;Action
9060,HeXen II,Raven Software,Action,Action;FPS;Classic
9160,Master Levels for Doom II,id Software,Action,Action;FPS;Classic
9180,Commander Keen,id Software,Action,Platformer;Classic;Action
9200,RAGE,id Software,Action,FPS;Post-apocalyptic;Action
9310,"Warhammer 40,000: Dawn of War Winter Assault",Relic Entertainment,Strategy,Strategy;Warhammer 40K;RTS
9340,Company of Heroes: Opposing Fronts,Relic Entertainment,Action;Strategy,Strategy;RTS;Action
9350,Supreme Commander,Gas Powered Games,Strategy,Strategy;RTS;Sci-fi
9420,Supreme Commander: Forged Alliance,Gas Powered Games,Strategy,Strategy;RTS;Sci-fi
9450,"Warhammer 40,000: Dawn of War - Soulstorm",Relic Entertainment,Strategy,Warhammer 40K;Strategy;RTS
9460,Frontlines: Fuel of War,Kaos Studios,Action,Action;FPS;Shooter
9480,Saints Row 2,Volition,Action,Open World;Action;Character Customization
9500,Gish,Cryptic Sea,Indie,Indie;Platformer;Physics
9710,Desperados 2: Cooper's Revenge,Spellbound,Action,Action;Western;Strategy
9760,Act of War: High Treason,Eugen Systems,Action,Action;Strategy;RTS
9800,Death to Spies,Haggard Games,Action;Adventure,Stealth;Action;Adventure
9850,Codename: Panzers - Cold War,InnoGlow;Stormregion;THQ Nordic,Simulation;Strategy,Strategy;Simulation;RTS
9880,Champions Online,Cryptic Studios,Free to Play;Massively Multiplayer;RPG,Free to Play;Superhero;Massively Multiplayer
9900,Star Trek Online,Cryptic Studios,Free to Play;Massively Multiplayer;RPG,Free to Play;Sci-fi;Space
9940,Blade Kitten,Krome Studios,Action;Adventure,Anime;Platformer;Female Protagonist
9960,Haunted House,ImagineEngline,Adventure,Adventure
9970,Star Raiders,Incinerator Studios,Action,Action;Space
9980,The UnderGarden,Artech Studios,Casual,Casual;Puzzle;Relaxing
10090,Call of Duty: World at War,Treyarch,Action,Zombies;World War II;FPS
10100,King's Quest Collection,Sierra,Adventure,Adventure;Point & Click;Classic
10110,Space Quest Collection,Sierra,Adventure,Adventure;Point & Click;Classic
10120,Aces of the Galaxy,Artech Studios,Action;Casual,Action;Casual;Space
10130,TimeShift,Saber Interactive,Action,Action;FPS;Time Manipulation
10140,3D Ultra Minigolf Adventures,Wanako Games,Sports,Sports;Mini Golf;Golf
10150,Prototype,Radical Entertainment,Action;Adventure,Action;Open World;Adventure
10180,Call of Duty: Modern Warfare 2,Infinity Ward;Aspyr (Mac),Action,Action;FPS;Multiplayer
10220,Postal III,Trashmasters,Action,Action;Dark Humor;Gore
10230,Dead Mountaineer's Hotel,Electronic Paradise,Adventure,Adventure;Point & Click
10240,A Stroke of Fate: Operation Valkyrie,SPLine,Adventure,Adventure;Point & Click
10250,PT Boats: Knights of the Sea,Studio4,Simulation,Simulation;Naval
10260,PT Boats: South Gambit,studio4,Simulation,Simulation;Naval
10270,Disciples III: Reincarnation,Akella,RPG;Strategy,RPG;Turn-Based Strategy;Strategy
10460,The Club,Bizarre Creations,Action,Action;Third-Person Shooter;Arcade
10500,Total War: EMPIRE Definitive Edition,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,Strategy;Historical;Military
10680,Aliens vs. Predator,Rebellion,Action,Action;FPS;Aliens
11020,TrackMania Nations Forever,Nadeo,Racing,Racing;Free to Play;Multiplayer
11040,Sherlock Holmes - Nemesis,Frogwares,Adventure;RPG,Adventure;Detective;Point & Click
11050,Dracula Origin,Frogwares,Adventure,Adventure;Point & Click;Vampire
11130,Sherlock Holmes: The Mystery of the Mummy,Frogwares,Adventure,Adventure;Point & Click;Detective
11140,Sherlock Holmes: The Awakened - Remastered Edition,Frogwares,Adventure,Adventure;Point & Click;Lovecraftian
11150,Sherlock Holmes: The Silver Earring,Frogwares,Adventure,Adventure;Point & Click;Detective
11190,Sherlock Holmes versus Jack the Ripper,Frogwares,Adventure;RPG,Adventure;Point & Click;Detective
11200,Shadowgrounds Survivor,Frozenbyte,Action,Action;Sci-fi;Isometric
11230,Gumboy Tournament,"CINEMAX, s.r.o.",Casual;Indie;Racing,Indie;Casual;Racing
11240,Space Trader: Merchant Marine,Meridian4,Action;Indie;Strategy,Action;Space;FPS
11250,Pacific Storm,Buka Entertainment;Lesta Studio,Simulation;Strategy,Strategy;Simulation;World War II
11260,Pacific Storm Allies,Lesta Studio,Simulation;Strategy,Simulation;Strategy;World War II
11280,Penguins Arena: Sedna's World,Frogames,Action;Casual;Indie,Action;Casual;Indie
11330,Obulis,IonFX,Casual;Indie,Puzzle;Casual;Indie
11340,Larva Mortus,Meridian4,Action;Indie,Action;Indie;Top-Down
11360,Chains,2DEngine.com,Indie,Indie;Puzzle;Physics
11450,Overlord,Triumph Studios;Virtual Programming,RPG,RPG;Villain Protagonist;Third Person
11480,Soldiers: Heroes of World War II,Best Way,Strategy,Strategy;World War II;RTS
11560,Maelstrom: The Battle for Earth Begins,KDV Games,Strategy,Strategy;RTS
11590,Hospital Tycoon,Deep Red Limited,Simulation,Simulation;Management;Singleplayer
12100,Grand Theft Auto III,Rockstar Games,Action,Open World;Action;Classic
12110,Grand Theft Auto: Vice City,Rockstar Games,Action,Open World;Action;1980s
12120,Grand Theft Auto: San Andreas,Rockstar Games,Action,Open World;Action;Multiplayer
12130,Manhunt,Rockstar North,Action,Gore;Violent;Stealth
12140,Max Payne,Remedy Entertainment,Action,Noir;Action;Classic
12150,Max Payne 2: The Fall of Max Payne,Remedy Entertainment,Action,Noir;Action;Third-Person Shooter
12170,Grand Theft Auto,Rockstar North,Action,Action;Classic;Open World
12180,Grand Theft Auto 2,Rockstar North,Action,Action;Classic;Open World
12200,Bully: Scholarship Edition,Rockstar New England,Action;Adventure,Open World;Action;Adventure
12210,Grand Theft Auto IV,Rockstar North;Rockstar Toronto,Action;Adventure,Open World;Action;Bowling
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Action,Open World;Action;Multiplayer
12310,Culpa Innata,Momentum Digital Media Technologies,RPG;Casual;Adventure,Adventure;RPG;Sci-fi
12320,Sacred Gold,Ascaron Entertainment ltd.,Action;RPG,RPG;Action;Hack and Slash
12330,Darkstar One,Ascaron Entertainment ltd.,Action,Action;Space;Sci-fi
12340,Jack Keane,Deck13,Adventure,Adventure;Point & Click;Comedy
12360,FlatOut: Ultimate Carnage,Bugbear Entertainment,Racing,Racing;Destruction;Multiplayer
12390,Exodus from the Earth ,Parallax Arts Studio,Action,Action;FPS;Shooter
12420,Perimeter 2: New Earth,KDV Games,Strategy,Strategy;RTS
12430,SlamIt Pinball Big Score,Technetium Games,Casual,Casual;Pinball
12440,Ankh 2: Heart of Osiris ,Deck 13,Adventure,Adventure;Point & Click;Comedy
12450,Ankh 3: Battle of the Gods,Deck 13,Adventure,Adventure;Point & Click
12460,BC Kings,Mascot Entertainment,Strategy,Strategy;RTS
12470,Port Royale 2,Ascaron Entertainment ltd.,Strategy,Strategy;Trading;Pirates
12480,9th Company: Roots Of Terror,Noviy Disk;Lesta Studios Inc,Strategy,Strategy;RTS;Military
12500,PuzzleQuest: Challenge of the Warlords,Infinite Interactive,Casual,Puzzle;Match 3;Casual
12510,Prison Tycoon 3: Lockdown,Gamebryo;Virtual Playground,Strategy,Strategy;Simulation
12520,18 Wheels of Steel: American Long Haul,SCS Software,Racing,Simulation;Racing;Driving
12530,Hunting Unlimited 2008,SCS Software,Action;Adventure;Strategy,Action;Strategy;Adventure
12540,Mahjongg Investigations: Under Suspicion,Zemnott,Casual,Casual;Puzzle
12560,Ride! Carnival Tycoon,Gabriel Entertainment,Simulation,Simulation;Management
12590,Sprint Cars Road to Knoxville,BigAnt Studios,Racing,Racing
12600,Midnight Outlaw: 6 Hours to SunUp,Merscom;Babylon,Racing,Racing
12640,Drakensang,Radon Labs,RPG,RPG;Fantasy;Party-Based RPG
12670,Mission Runway,Virtual Playground,Simulation,Simulation;Casual
12710,Overlord: Raising Hell,Triumph Studios;Virtual Programming,RPG,RPG;Action;Villain Protagonist
12770,Rise of the Argonauts,Liquid Entertainment,RPG,RPG;Action;Adventure
12790,Damnation,Blue Omega Entertainment,Action;Adventure,Action;Adventure;Steampunk
12810,Overlord II,Triumph Studios;Virtual Programming,RPG,RPG;Villain Protagonist;Fantasy
12830,Operation Flashpoint: Dragon Rising,Codemasters Studios,Action,Action;FPS;Tactical
